VACXBN-NA2,1,ESTAN1A,39,DONBN2A,18628,60
VAMRSB-NA2,1,AMANE2A,28,ESTSI2A,12988,60
VAMZEA-NA2,1,AMANE2A,2,AMANE1A,46,40
VAM0AZ-NA2,1,AMANE2A,14,EALCDIA,5326,30
VAM0BN-NA2,1,AMANE2A,31,DONBN2A,13444,60
VBI9ER-NA2,1,BALBO1A,22,ESTAPAA,9541,40
VBI9PG-NA2,1,BALBO1A,29,PAGMN1A,15555,50
VBI9P2-NA2,1,BALBO1A,28,ESTAPEA,12173,40
VBICSE3-N1,1,BALBO1A,16,ESTICAA,12466,40
VBICSL2-P1,1,BALBO1A,13,LPAVA2A,12196,60
VBICSMC-N1,1,BALBO1A,12,MERMACA,12304,60
VBICSPC-N1,1,BALBO1A,12,PACHO  ,16434,40
VBICSPH-N1,1,BALBO1A,13,PACUR  ,15802,40
VBICSPT-N1,1,BALBO1A,6,PAICT1A,8843,60
VAENAL-NA1,1,ESTAN2A,5,ALBROCA,16989,40
VAENC5-NA1,1,ESTAN2A,8,HSBCL3A,14890,60
VAENM1-NA2,1,ESTAN2A,10,MANOP1A,5176,40
VAENPC-NA1,1,ESTAN2A,6,PACHO  ,18763,40
VAENPH-NA1,1,ESTAN2A,5,PACUR  ,14125,40
VAENST-NA2,1,ESTAN2A,14,ESTASLA,5416,40
VAENS1-NA2,1,ESTAN2A,8,ETAP11A,3664,40
VAENTE-NA2,1,ESTAN2A,13,ESTATCA,5908,40
VAENVV-NA1,1,ESTAN2A,6,VVETK2A,14482,60
VAERAC-NA2,1,ESTAN2A,2,ESTAN1A,933,60
VAERLA-NA2,1,ESTAN2A,2,ANDESLA,648,30
VAM0CH-NA2,1,AMANE2A,49,CHAGR1A,26349,60
VBIDCCA-N2,1,ISTTM2A,35,PENAB1A,16545,40
VBIDDE1-P2,1,BALBO1A,11,ESTLP2A,5783,40
VBIDDLR-P2,1,BALBO1A,11,PUEBL4A,5811,60
VBI9P6-NA2,1,BALBO1A,29,PREAL2A,13185,50
VBI9SI-NA2,1,BALBO1A,27,YSAJO1A,11969,40
TOMAL-I,1,ESTASIB,71,ALBROCB,36342,40
VAERPB-NA2,1,ESTAN2A,18,PACAB  ,8313,40
VAERPF-NA2,1,ESTAN2A,10,PBAVE1A,6415,40
VAERPO-NA2,1,ESTAN2A,3,PAOJO  ,1188,40
VAERPS-NA2,1,ESTAN2A,4,VPESA1A,1975,30
VAERSB-NA2,1,ESTAN2A,7,ESTSI2A,2118,60
VAERVE-NA2,1,ESTAN2A,3,VERAN3A,1369,40
VAERVR-NA2,1,ESTAN2A,10,VILRICA,4849,40
VBIDDPP-N2,1,BALBO1A,11,PAPUE  ,5573,40
VBIDD99-N2,1,BALBO1A,10,SSMTM3A,4862,50
VANAL-I,1,VALLE1A,19,ALBROCG,20593,40
VANAL-R,1,ALBROCG,24,VALLE2A,23311,30
VA2LED-NA1,1,AMELI3A,3,DORAD1A,10166,60
VA22AL-NA1,1,AMELI3A,3,ALBROCA,4769,40
VA22EM-NA1,1,AMELI3A,3,ESTAMAA,3632,40
VA22PC-NA1,1,AMELI3A,2,PACHO  ,577,40
VA22PH-NA1,1,AMELI3A,3,PACUR  ,5787,40
VA4KPC-NA1,1,ADETM1A,6,PACHO  ,7004,40
VA4MPH-NA1,1,ADETM1A,7,PACUR  ,5806,40
VA4NPB-NA2,1,ADETM1A,18,PACAB  ,16315,40
VA4NPO-NA2,1,ADETM1A,5,PAOJO  ,10470,40
VA4NPP-NA2,1,ADETM1A,6,PAPUE  ,20321,40
VBN3LA-NA2,1,VCUTK1A,40,ANDESLA,18728,30
VBN3PO-NA2,1,DONBN1A,40,PAOJO  ,18165,40
TOMAL-R,1,ALBROCB,76,ESTASIB,38126,40
VBIJACU-N2,1,SPSVE2A,25,CIRCU2A,11900,40
VBIJAC1-P2,1,BALBO1A,19,CONCE1A,9187,40
VALICV-NA1,1,ALBROCA,4,CRUVHVA,10155,60
VALIE3-NA1,1,ALBROCA,7,ESTICAA,10726,40
VALIE4-NA1,1,ALBROCA,4,ESTVARA,9745,40
VALIPU-NA1,1,ALBROCA,5,URRACCA,10560,60
VBIJADB-N2,1,BALBO1A,22,CAL1C1A,10802,40
VA4NSB-NA2,1,ADETM1A,6,ESTSI2A,10120,60
VA4SBV-NA2,1,ADETM1A,10,BVVCS1A,11754,40
VA4SCE-NA2,1,ADETM1A,11,BVVCS2A,12348,40
VA4SPD-NA2,1,ADETM1A,28,PADON  ,31547,40
VBADVL-NA2,1,PAETM1A,16,VERDB2A,8851,40
VBAJP2-NA2,1,PAETM1A,9,ESTAPEA,5750,40
VBRSA3-PT1,1,FEBFB3A,16,ADETM2A,13288,60
VBRSCN-PT1,1,BALBO2A,14,CVANA2A,12487,60
VBRSC5-PT1,1,BALBO2A,8,HSBCL3A,10879,60
VBRSEM-PT1,1,BALBO2A,13,ESTAMAA,13005,40
VBRSMC-PT1,1,BALBO2A,13,MERMACA,13018,60
VBRSPC-PT1,1,BALBO2A,13,PACHO  ,17148,40
VBRSPH-PT1,1,BALBO2A,14,PACUR  ,16516,40
TOMCS-I,1,ESTASIB,61,VVETK1A,30041,60
TOMCS-R,1,VVETK2A,64,ESTASIB,30025,40
VALKVV-NA1,1,ALBROCA,6,VVETK2A,7741,60
VALLED-NA1,1,ALBROCA,2,DORAD1A,9434,60
VALLPH-NA1,1,ALBROCA,4,PACUR  ,6326,40
VALNAC-NA2,1,ALBROCA,5,ESTAN1A,16745,60
VALNAZ-NA2,1,ALBROCA,20,EALCDIA,24368,30
VALNCH-NA2,1,ALBROCA,23,CHAGR1A,40990,60
VALNCR-NA2,1,ALBROCA,16,CABTK2A,22030,60
VBASEM-PT1,1,PAETM1A,14,ESTAMAA,20667,40
VBASPC-PT1,1,PAETM1A,14,PACHO  ,24810,40
VBASPH-PT1,1,PAETM1A,14,PACUR  ,23506,40
VBATLR-NA2,1,PAETM1A,6,PUEBL4A,2817,60
VBATPP-NA2,1,PAETM1A,12,PAPUE  ,5569,40
VBAUCP-NA2,1,PAETM1A,5,CPRAD1A,4647,30
VBAUXA-NA2,1,PAETM1A,2,139TM2A,3186,40
VBIDE1-NA2,1,BALBO1A,11,ESTLP2A,5783,40
VBNFST-NA2,1,DONBN1A,42,ESTASLA,19020,40
VBNFV1-NA2,1,DONBN1A,32,VALLE1A,15676,30
TOMMA-I,1,ESTASIB,69,ESTAMAO,32953,40
VALNEA-NA2,1,ALBROCA,27,AMANE1A,26353,40
VALNEC-NA2,1,ALBROCA,17,ESTACAA,22353,40
VALNER-NA2,1,ALBROCA,11,ESTAPAA,29441,40
VALNLA-NA2,1,ALBROCA,4,ANDESLA,17141,30
VALNLR-NA2,1,ALBROCA,5,PUEBL4A,26667,60
VALNM1-NA2,1,ALBROCA,9,MANOP1A,19686,40
VALNPB-NA2,1,ALBROCA,17,PACAB  ,22423,40
VALNPN-NA2,1,ALBROCA,5,POLIC1A,17782,30
VBIDLR-NA2,1,BALBO1A,11,PUEBL4A,5811,60
VBIDPP-NA2,1,BALBO1A,11,PAPUE  ,5573,40
VBID99-NA2,1,BALBO1A,10,SSMTM3A,4862,50
VBIGBV-NA2,1,BALBO1A,4,BVVCS1A,3619,40
VBIGCE-NA2,1,BALBO1A,4,BVVCS2A,3187,40
VBIGET-NA1,1,BALBO1A,4,COEST1A,1166,60
VBIJCP-NA2,1,BALBO1A,23,CPRAD1A,11081,30
VBN3SB-NA2,1,DONBN1A,39,ESTSI2A,19058,60
VBRDE1-NA2,1,BALBO2A,12,ESTLP2A,6497,40
VBRDPP-NA2,1,BALBO2A,12,PAPUE  ,6287,40
VBRD99-NA2,1,BALBO2A,11,SSMTM3A,5576,50
VBRGBV-NA2,1,BALBO2A,5,BVVCS1A,4333,40
VBRGCE-NA2,1,BALBO2A,5,BVVCS2A,3901,40
TOMMA-R,1,ESTAMAO,72,ESTASIB,32624,40
TOSAL-I,1,ESTASIA,40,ALBROCE,35963,40
VALNPO-NA2,1,ALBROCA,4,PAOJO  ,16578,40
VALNPP-NA2,1,ALBROCA,5,PAPUE  ,26429,40
VALNPS-NA2,1,ALBROCA,7,VPESA1A,18021,30
VALNP2-NA2,1,ALBROCA,17,ESTAPEA,32073,40
VALNP7-NA2,1,ALBROCA,5,POLSI2A,18022,30
VALNSB-NA2,1,ALBROCA,5,ESTSI2A,16228,60
VALNSI-NA2,1,ALBROCA,15,YSAJO1A,31940,40
VALNST-NA2,1,ALBROCA,13,ESTASLA,19908,40
VALNS1-NA2,1,ALBROCA,6,ETAP11A,18192,40
VBIJCU-NA2,1,BALBO1A,25,CIRCU2A,11900,40
VBIJC1-NA2,1,BALBO1A,19,CONCE1A,9187,40
VBIJDB-NA2,1,BALBO1A,22,CAL1C1A,10802,40
VBRSVV-PT1,1,BALBO2A,10,VVETK2A,12377,60
VBRTPD-NA2,1,BALBO2A,41,PADON  ,18369,40
VBRVCV-NA1,1,BALBO2A,19,CRUVHVA,6843,60
TOSAL-R,1,ALBROCE,38,ESTASIA,37349,40
TOSCO-I,1,ESTASIA,33,BVVCS2A,23623,40
TOSCO-R,1,BVVCS2A,27,ESTASIA,22216,40
VALNTE-NA2,1,ALBROCA,14,ESTATCA,20429,40
VALNTR-NA2,1,ALBROCA,16,TTOTC1A,21083,40
VALNVE-NA2,1,ALBROCA,6,VERAN3A,17095,40
VALNV1-NA2,1,ALBROCA,8,VALLE1A,19582,30
VALOEM-NA1,1,ALBROCA,5,ESTAMAA,5502,40
VALOMC-NA1,1,ALBROCA,4,MERMACA,5116,60
VALSBV-NA2,1,ALBROCA,11,BVVCS1A,14606,40
VALSCA-NA2,1,ALBROCA,22,PENAB1A,30894,40
VBIJDI-NA2,1,BALBO1A,41,PARED2A,19660,60
VBIJDO-NA2,1,BALBO1A,45,ESTA24A,21037,60
VBN0AZ-NA2,1,DONBN1A,21,EALCDIA,9684,30
VBN0BN-NA2,1,DONBN1A,2,DONBN2A,3315,60
VBN0EA-NA2,1,DONBN1A,32,AMANE1A,13423,40
VBN0EC-NA2,1,DONBN1A,22,ESTACAA,10306,40
TOSMA-I,1,ESTASIA,36,ESTAMAC,31928,40
TOSMA-R,1,ESTAMAC,34,ESTASIA,31847,40
TOVMA-I,1,PCACE3A,80,ESTAMAL,30891,40
VALSCE-NA2,1,ALBROCA,12,BVVCS2A,15200,40
VALSCP-CR2,1,ALBROCA,26,CPRAD1A,26610,30
VALSDB-CR2,1,ALBROCA,27,CAL1C1A,27215,40
VALSDR-NA2,1,ALBROCA,29,PARED1A,34934,60
VBIJDR-NA2,1,BALBO1A,42,PARED1A,20395,60
VBIJDX-NA2,1,BALBO1A,43,ESTADAA,21246,60
VBIJEB-NA2,1,BALBO1A,3,ETBVE1A,2162,60
VBIJEL-NA2,1,BALBO1A,2,ETBVE2A,1463,40
VBRGET-NA1,1,BALBO2A,5,COEST1A,1880,60
VBRJC1-NA2,1,BALBO2A,18,CONCE1A,7696,40
VBRJDB-NA2,1,BALBO2A,21,CAL1C1A,9311,40
VBRJEB-NA2,1,BALBO2A,2,ETBVE1A,747,60
VBRJEL-NA2,1,BALBO2A,2,ETBVE2A,48,40
VBRJSP-NA2,1,BALBO2A,10,AVE3CSA,3936,40
VBRSAL-PT1,1,BALBO2A,16,ALBROCA,17040,40
VBICSPU-N1,1,BALBO1A,8,URRACCA,10127,60
VBICSVV-N1,1,BALBO1A,9,VVETK2A,11663,60
TOVAL-I,1,VENVE1A,82,ALBROCA,34280,40
VALSEB-NA2,1,ALBROCA,17,ETBVE1A,18299,60
VALSES-NA2,1,ALBROCA,36,ESTASIA,36474,40
VALSJV-CR2,1,ALBROCA,28,JJVAL1A,27461,60
VBIJES-NA2,1,BALBO1A,49,ESTASIA,22125,40
VBIJJV-NA2,1,BALBO1A,21,JJVAL1A,10881,60
VBR9ER-NA2,1,BALBO2A,21,ESTAPAA,8050,40
VBR9P2-NA2,1,BALBO2A,27,ESTAPEA,10682,40
VBR9SI-NA2,1,BALBO2A,26,YSAJO1A,10478,40
VALSMX-NA2,1,ALBROCA,23,MAINT1A,31304,40
VALSNI-NA2,1,ALBROCA,34,NVAES1A,39316,60
VALSPD-NA2,1,ALBROCA,29,PADON  ,34399,40
VBIJJ2-NA2,1,BALBO1A,15,ESTAD2A,9824,40
VBIJMX-NA2,1,BALBO1A,34,MAINT1A,15935,40
VBN0PB-NA2,1,DONBN1A,23,PACAB  ,10376,40
VBN3AE-NA2,1,DONBN1A,42,ESTAN2A,18556,60
TOVEC-R,1,HSBCL3A,69,ESTASIC,29158,40
TOVEC-I,1,ESTASIC,72,ESTICAA,27736,40
VALSP6-NA2,1,ALBROCA,23,PREAL2A,31772,50
VALSSP-LB2,1,ALBROCA,13,AVE3CSA,20444,40
VALSVL-CR2,1,ALBROCA,15,VERDB2A,22744,40
VAL2A2-NA1,1,ALBROCA,7,AMELI3A,5188,40
VAL2PC-NA1,1,ALBROCA,8,PACHO  ,5765,40
VBIJNI-NA2,1,BALBO1A,47,NVAES1A,24777,60
VBIJP4-NA2,1,BALBO1A,56,PPAPC1A,30483,40
VBIJSP-NA2,1,BALBO1A,11,AVE3CSA,5427,40
TCMMA-I,1,ESTATCA,52,ESTAMAP,20961,40
VAMFST-NA2,1,AMANE2A,31,ESTASLA,12950,40
VAMFV1-NA2,1,AMANE2A,21,VALLE1A,9606,30
VAMNAL-NA1,1,AMANE2A,28,ALBROCA,26494,40
VBIJTO-NA2,1,BALBO1A,37,CRUCE1A,19000,50
VBIJVL-NA2,1,BALBO1A,23,VERDB2A,11210,40
TCMMA-R,1,ESTAMAP,54,TORCA2A,19357,40
TCNAL-I,1,ESTATCD,16,ALBROCG,21038,40
TCNAL-R,1,ALBROCG,26,TORCA2A,23372,40
VBIDPPD-N2,1,BALBO1A,42,PADON  ,19860,40
VBIJACP-N2,1,BALBO1A,23,CPRAD1A,11081,30
UDFAL,1,ALBROCD,4,ALBROCD,7656,40
VACFV1-NA2,1,ESTAN1A,9,VALLE1A,5629,30
VACNEM-NA1,1,ESTAN1A,13,ESTAMAA,15476,40
VCX599-NA2,1,BRITM1A,34,SSMTM3A,17825,50
VCX7ER-NA2,1,PENAB2A,16,ESTAPAA,6944,40
VCX7PP-NA2,1,PENAB2A,25,PAPUE  ,12576,40
VC1DPP-NA2,1,CONCE1A,11,PAPUE  ,5843,40
VC1JDB-NA2,1,CONCE1A,6,CAL1C1A,3603,40
VDYIPT-NA1,1,VVETK1A,17,PAICT1A,11784,60
VDYLAL-NA1,1,DORTM2A,3,ALBROCA,9123,40
VDYLA2-NA1,1,DORTM2A,4,AMELI3A,10335,40
VDYLEM-NA1,1,DORTM2A,12,ESTAMAA,8510,40
VDYLMC-NA1,1,DORTM2A,12,MERMACA,8123,60
VDYLPC-NA1,1,DORTM2A,4,PACHO  ,10912,40
VDYLPH-NA1,1,DORTM2A,3,PACUR  ,6254,40
VDYMED-NA1,1,DORTM2A,2,DORAD1A,342,60
VDYME3-NA1,1,DORTM2A,9,ESTICAA,4551,40
VDYME4-NA1,1,DORTM2A,10,ESTVARA,3999,40
VD1DEL-NA2,1,CAL1C2A,17,ETBVE2A,10827,40
VEMAL-DR,1,LOCER2A,39,VERAN3A,21384,40
VEMCS-I,1,VERAN3A,34,VVETK1A,12940,60
VCH0AZ-NA2,1,CANTK1A,40,EALCDIA,22661,30
VCH0EA-NA2,1,CHAGR2A,51,AMANE1A,26400,40
VC1JEB-NA2,1,CONCE1A,18,ETBVE1A,7157,60
VC1JER-NA2,1,CONCE1A,5,ESTAPAA,2355,40
VC1JJ2-NA2,1,CONCE1A,6,ESTAD2A,3017,40
VC1JSP-NA2,1,CONCE1A,8,AVE3CSA,3764,40
VC1SBV-NA2,1,CONCE1A,9,BVVCS1A,10875,40
VC1SCE-NA2,1,CONCE1A,9,BVVCS2A,10356,40
VC1SPC-PT1,1,CONCE1A,17,PACHO  ,23100,40
VD1DER-NA2,1,CAL1C2A,5,ESTAPAA,2458,40
VD1DE1-NA2,1,CAL1C2A,8,ESTLP2A,5325,40
VD1DPP-NA2,1,CAL1C2A,14,PAPUE  ,8158,40
VD1DSP-NA2,1,CAL1C2A,11,AVE3CSA,8047,40
VD1D99-NA2,1,CAL1C2A,22,SSMTM3A,13368,50
VD1SBV-NA2,1,CAL1C2A,11,BVVCS1A,13321,40
VD1SCE-NA2,1,CAL1C2A,11,BVVCS2A,12802,40
VEMCS-R,1,VVETK2A,35,VERAN3A,12735,40
VEMKE3-NA1,1,ESTAMAA,6,ESTICAA,6782,40
VEMKE4-NA1,1,ESTAMAA,8,ESTVARA,5801,40
VA4CSPD-P2,1,PMAPA4A,28,PADON  ,31547,40
VEMLED-NA1,1,ESTAMAA,3,DORAD1A,9555,60
VEMMMS-NA2,1,ESTAMAA,21,MASMITA,10887,60
VEMNAC-NA2,1,ESTAMAA,6,ESTAN1A,16909,60
VEMNEC-NA2,1,ESTAMAA,18,ESTACAA,22517,40
VCH0EC-NA2,1,CHAGR2A,41,ESTACAA,23283,40
VCH0PB-NA2,1,CHAGR2A,41,PACAB  ,23485,40
VC1SPH-PT1,1,CONCE1A,18,PACUR  ,22468,40
VC1TPD-NA2,1,CONCE1A,28,PADON  ,12648,40
VC19P2-NA2,1,CONCE1A,14,ESTAPEA,4961,40
VC3DER-NA2,1,CPRAD2A,4,ESTAPAA,1932,40
VC3DLR-NA2,1,CPRAD2A,7,PUEBL4A,4924,60
VC3DPP-NA2,1,CPRAD2A,13,PAPUE  ,7632,40
VC3DXA-NA2,1,CPRAD2A,4,139TM2A,2745,40
VD1SC5-PT1,1,CAL1C2A,15,HSBCL3A,19278,60
VD1SEM-PT1,1,CAL1C2A,19,ESTAMAA,21403,40
VD1SMC-PT1,1,CAL1C2A,19,MERMACA,21416,60
VD1SPC-PT1,1,CAL1C2A,19,PACHO  ,25546,40
VD1SPH-PT1,1,CAL1C2A,19,PACUR  ,24242,40
VEMNPB-NA2,1,ESTAMAA,17,PACAB  ,23181,40
VEMNPN-NA2,1,ESTAMAA,5,POLIC1A,17946,30
VEMNPO-NA2,1,ESTAMAA,5,PAOJO  ,16742,40
VEMNP2-NA2,1,ESTAMAA,16,ESTAPEA,32152,40
VEMNSB-NA2,1,ESTAMAA,6,ESTSI2A,16392,60
VEMNVE-NA2,1,ESTAMAA,7,VERAN3A,17259,40
VEMOAL-NA1,1,ESTAMAA,3,ALBROCA,4032,40
VEMOA2-NA1,1,ESTAMAA,2,AMELI3A,2559,40
VEMOMC-NA1,1,ESTAMAA,2,MERMACA,558,60
VEMOPH-NA1,1,ESTAMAA,3,PACUR  ,2564,40
VEMSCE-NA2,1,ESTAMAA,14,BVVCS2A,14191,40
VCH3CR-NA2,1,CHAGR2A,43,CABTK2A,24580,60
VC3SAL-PT1,1,CPRAD2A,27,ALBROCA,25827,40
VC3SBV-NA2,1,CPRAD2A,16,BVVCS1A,13710,40
VC3SCE-NA2,1,CPRAD2A,16,BVVCS2A,13191,40
VC3SEM-PT1,1,CPRAD2A,24,ESTAMAA,21792,40
VD1SVV-PT1,1,CAL1C2A,16,VVETK2A,20600,60
VD1TCA-NA2,1,CAL1C2A,15,PENAB1A,6532,40
VD1TDO-NA2,1,CAL1C2A,25,ESTA24A,11024,60
VEMSCP-CR2,1,ESTAMAA,23,CPRAD1A,21707,30
VEMSDR-NA2,1,ESTAMAA,27,PARED1A,30307,60
VEMSER-CR2,1,ESTAMAA,22,ESTAPAA,19931,40
VCH3PO-NA2,1,CHAGR2A,59,PAOJO  ,31142,40
VCH3SB-NA2,1,CHAGR2A,58,ESTSI2A,32035,60
VC3SPC-PT1,1,CPRAD2A,24,PACHO  ,25935,40
VC3SPH-PT1,1,CPRAD2A,25,PACUR  ,25303,40
VC3SPU-PT1,1,CPRAD2A,20,URRACCA,19628,60
VC3TMX-NA2,1,CPRAD2A,13,MAINT1A,5483,40
VD1TPD-NA2,1,CAL1C2A,22,PADON  ,9847,40
VD1UC1-NA2,1,CAL1C2A,11,CONCE1A,4947,40
VD1UEB-NA2,1,CAL1C2A,25,ETBVE1A,10653,60
VD1WP2-NA2,1,CAL1C2A,11,ESTAPEA,5302,40
VD1WSI-NA2,1,CAL1C2A,11,YSAJO1A,5098,40
VD1ZDB-NA2,1,CAL1C2A,2,CAL1C1A,949,40
VD2BDI-NA2,1,24DDI2A,4,PARED2A,841,60
VEMSES-NA2,1,ESTAMAA,34,ESTASIA,31847,40
VEMSJV-CR2,1,ESTAMAA,21,JJVAL1A,21271,60
VEMSLR-LB2,1,ESTAMAA,14,PUEBL4A,17811,60
VEMSMX-NA2,1,ESTAMAA,19,MAINT1A,25657,40
VCINAL-NA1,1,CABTK1A,17,ALBROCA,22212,40
VCIRAZ-NA2,1,CABTK1A,6,EALCDIA,3589,30
VCIRCR-NA2,1,CABTK1A,2,CABTK2A,1251,60
VCIREA-NA2,1,CABTK1A,13,AMANE1A,5574,40
VCIRPB-NA2,1,CABTK1A,3,PACAB  ,1644,40
VC3TPD-NA2,1,CPRAD2A,21,PADON  ,9408,40
VC3TP4-NA2,1,CPRAD2A,35,PPAPC1A,20031,40
VC3WP2-NA2,1,CPRAD2A,10,ESTAPEA,4776,40
VC3WP6-NA2,1,CPRAD2A,11,PREAL2A,5788,50
VD2BDO-NA2,1,24DDI2A,8,ESTA24A,2218,60
VD2BPD-NA2,1,24DDI2A,5,PADON  ,1041,40
VD2ECA-NA2,1,24DDI2A,6,PENAB1A,3174,40
VD2EPG-NA2,1,24DDI2A,11,PAGMN1A,5242,50
VD2SBV-NA2,1,24DDI2A,23,BVVCS1A,22545,40
VD2SCE-NA2,1,24DDI2A,23,BVVCS2A,22026,40
VEPNPH-NA1,1,PODERTA,7,PACUR  ,16890,40
VEPPAE-NA2,1,PODERTA,18,ESTAN2A,5814,60
VEPPAZ-NA2,1,PODERTA,24,EALCDIA,11150,30
VCIXCH-NA2,1,CABTK1A,45,CHAGR1A,30223,60
VCNCC5-NA1,1,CEVTM1A,3,HSBCL3A,1942,60
VCNKAL-NA1,1,CEVTM1A,6,ALBROCA,6342,40
VCNKPC-NA1,1,CEVTM1A,5,PACHO  ,5985,40
VCNKPH-NA1,1,CEVTM1A,5,PACUR  ,4874,40
VCNMVV-NA1,1,CEVTM1A,4,VVETK2A,3039,60
VCNNAC-NA2,1,CEVTM1A,8,ESTAN1A,11689,60
VCNNAZ-NA2,1,CEVTM1A,22,EALCDIA,19906,30
VC3ZCP-NA2,1,CPRAD2A,2,CPRAD1A,434,30
VC3ZVL-NA2,1,CPRAD2A,12,VERDB2A,4854,40
VC4DPP-NA2,1,CA1CS1A,13,PAPUE  ,6243,40
VC4D99-NA2,1,CA1CS1A,26,SSMTM3A,11647,50
VC4JDB-NA2,1,CA1CS1A,7,CAL1C1A,2564,40
VC4JEB-NA2,1,CA1CS1A,17,ETBVE1A,6721,60
VD2SC5-PT1,1,24DDI2A,29,HSBCL3A,29191,60
VD2SEM-PT1,1,24DDI2A,31,ESTAMAA,30627,40
VD2SPC-PT1,1,24DDI2A,31,PACHO  ,34770,40
VERDEL-NA2,1,SCNTM1A,14,ETBVE2A,8963,40
VERDE1-NA2,1,ESTAPAA,5,ESTLP2A,3474,40
VERDLR-NA2,1,ESTAPAA,5,PUEBL4A,3337,60
VERDPP-NA2,1,ESTAPAA,11,PAPUE  ,6307,40
VERD99-NA2,1,ESTAPAA,21,SSMTM3A,11556,50
VERJSP-NA2,1,ESTAPAA,13,AVE3CSA,5406,40
VERNAL-NA1,1,ESTAPAA,9,ALBROCA,29323,40
VCNNEC-NA2,1,CEVTM1A,20,ESTACAA,17297,40
VCNNM1-NA2,1,CEVTM1A,12,MANOP1A,14630,40
VCNNPB-NA2,1,CEVTM1A,19,PACAB  ,17961,40
VCNNPN-NA2,1,CEVTM1A,7,POLIC1A,12726,30
VCNNPO-NA2,1,CEVTM1A,7,PAOJO  ,11522,40
VCNNPS-NA2,1,CEVTM1A,10,VPESA1A,12965,30
VCNNSB-NA2,1,CEVTM1A,7,ESTSI2A,11766,60
VC4JER-NA2,1,CA1CS1A,7,ESTAPAA,1303,40
VC4JJ2-NA2,1,CA1CS1A,5,ESTAD2A,2581,40
VC4JSP-NA2,1,CA1CS1A,8,AVE3CSA,3328,40
VC4SAL-PT1,1,CA1CS1A,21,ALBROCA,24898,40
VC4SBV-PT2,1,CA1CS1A,10,BVVCS1A,11642,40
VC4SCE-PT2,1,CA1CS1A,11,BVVCS2A,11318,40
VC4SPC-PT1,1,CA1CS1A,19,PACHO  ,24062,40
VD2SPH-PT1,1,24DDI2A,31,PACUR  ,33466,40
VD2TNI-NA2,1,24DDI2A,10,NVAES1A,5958,60
VD25DB-NA2,1,24DDI2A,25,CAL1C1A,13408,40
VEMSNI-NA2,1,ESTAMAA,32,NVAES1A,34689,60
VEMSPD-NA2,1,ESTAMAA,27,PADON  ,29772,40
VEMSPP-LB2,1,ESTAMAA,14,PAPUE  ,17822,40
VCNNST-NA2,1,CEVTM1A,16,ESTASLA,14852,40
VCNNS1-NA2,1,CEVTM1A,8,ETAP11A,13136,40
VCNNTE-NA2,1,CEVTM1A,17,ESTATCA,15379,40
VCNNVE-NA2,1,CEVTM1A,9,VERAN3A,12039,40
VCNNV1-NA2,1,CEVTM1A,9,VALLE1A,15025,30
VCNSBV-NA2,1,CEVTM1A,9,BVVCS1A,10822,40
VCNSCA-NA2,1,CEVTM1A,20,PENAB1A,27110,40
VCNSCE-NA2,1,CEVTM1A,10,BVVCS2A,11416,40
VC4SPH-PT1,1,CA1CS1A,20,PACUR  ,23430,40
VC4TPD-NA2,1,CA1CS1A,27,PADON  ,11622,40
VC4ZCU-NA2,1,CA1CS1A,9,CIRCU2A,3675,40
VC4ZC1-NA2,1,CA1CS1A,2,CONCE1A,926,40
VC49SI-NA2,1,CA1CS1A,13,YSAJO1A,3731,40
VDIBDO-NA2,1,PARED2A,5,ESTA24A,1377,60
VDIBDR-NA2,1,PARED2A,2,PARED1A,735,60
VDIBDX-NA2,1,PARED2A,5,ESTADAA,1781,60
VDIBNI-NA2,1,PARED2A,7,NVAES1A,5117,60
VD25E1-NA2,1,24DDI2A,27,ESTLP2A,14280,40
VD25PP-NA2,1,24DDI2A,33,PAPUE  ,17113,40
VEPPBN-NA2,1,PODERTA,41,DONBN2A,19268,60
VEPPEC-NA2,1,PODERTA,21,ESTACAA,9135,40
VEPPLA-NA2,1,PODERTA,16,ANDESLA,5986,30
VCNSC1-CR2,1,CEVTM1A,16,CONCE1A,20994,40
VCNSDB-CR2,1,CEVTM1A,25,CAL1C1A,23431,40
VCNSEB-NA2,1,CEVTM1A,15,ETBVE1A,14515,60
VCNSEL-NA2,1,CEVTM1A,15,ETBVE2A,13816,40
VDIBPD-NA2,1,PARED2A,2,PADON  ,200,40
VDIBP4-NA2,1,PARED2A,16,PPAPC1A,10823,40
VDIEES-NA2,1,PARED2A,14,ESTASIA,6169,40
VDIEMX-NA2,1,PARED2A,9,MAINT1A,5023,40
VDISAL-PT1,1,PARED2A,28,ALBROCA,34093,40
VDISBV-NA2,1,PARED2A,19,BVVCS1A,21704,40
VD2599-NA2,1,24DDI2A,42,SSMTM3A,22362,50
VECFV1-NA2,1,ESTACAA,11,VALLE1A,6112,30
VECMC-I,1,VERAN3A,43,MERMACA,16870,60
VERSBV-NA2,1,ESTAPAA,15,BVVCS1A,13968,40
VERSCE-NA2,1,ESTAPAA,15,BVVCS2A,13449,40
VERSCV-NA1,1,ESTAPAA,18,CRUVHVA,19572,60
VERSC5-PT1,1,ESTAPAA,18,HSBCL3A,19924,60
VERSEM-PT1,1,ESTAPAA,23,ESTAMAA,22050,40
VCNSER-CR2,1,CEVTM1A,22,ESTAPAA,20774,40
VCNSET-NA1,1,CEVTM1A,12,COEST1A,13625,60
